transaction_type,transaction_amount,timestamp,source_account,destination_account,transaction_mode,balance_before,currency,transaction_frequency,average_transaction_value,device_type,region,balance_after,fraud_flag
PAYMENT,3516.14,1/1/2023 11:29,Merchant,Personal,Online,1784.41,EUR,13,1579.79,PC,UK,0,0
CREDIT,1194.79,1/1/2023 11:30,Merchant,Business,Bank Transfer,3229.44,USD,3,1212.52,Tablet,Germany,2034.65,0
CREDIT,2566.7,1/1/2023 11:31,Personal,Merchant,Online,4302.48,GBP,4,1792.02,Tablet,UK,1735.78,0
DEBIT,530.08,1/1/2023 11:32,Business,Merchant,POS,3162.31,EUR,4,385.34,Tablet,Canada,2632.23,0
TRANSFER,1928.71,1/1/2023 11:33,Merchant,Merchant,POS,2878.29,USD,43,870.33,Tablet,Kenya,949.58,0
TRANSFER,2443.46,1/1/2023 11:34,Business,Personal,Bank Transfer,9725.07,GBP,28,1674.04,Tablet,Germany,7281.61,0
CASH_OUT,3264.6,1/1/2023 11:35,Business,Personal,POS,1618.31,INR,7,87.5,PC,Kenya,0,0
DEBIT,4753.15,1/1/2023 11:36,Business,Merchant,Mobile,7359.95,GBP,26,268.79,Tablet,Kenya,2606.8,0
CASH_OUT,3007.25,1/1/2023 11:37,Personal,Personal,Online,104.06,INR,11,1981.6,Mobile,Germany,0,0
CASH_OUT,3720.53,1/1/2023 11:38,Business,Merchant,Mobile,6002.21,INR,24,596.77,Tablet,Australia,2281.68,0
CASH_OUT,2536.27,1/1/2023 11:39,Merchant,Personal,POS,9167.84,INR,43,1952.31,Mobile,India,6631.57,0
PAYMENT,3174.18,1/1/2023 11:40,Personal,Merchant,Online,2950.55,KES,10,405.94,PC,Australia,0,0
PAYMENT,363.95,1/1/2023 11:41,Merchant,Business,Mobile,1936.71,KES,37,754.13,PC,UK,1572.76,0
CASH_OUT,1279.41,1/1/2023 11:42,Merchant,Merchant,Bank Transfer,6551.63,INR,13,1518.1,Mobile,USA,5272.22,0
DEBIT,1815.65,1/1/2023 11:43,Personal,Merchant,Mobile,7154.75,USD,44,1332.67,Tablet,Australia,5339.1,0
TRANSFER,2367.74,1/1/2023 11:44,Merchant,Personal,POS,6911.5,INR,42,1183.19,PC,USA,4543.76,0
DEBIT,237.79,1/1/2023 11:45,Merchant,Personal,Online,3261.24,EUR,39,1083.3,PC,USA,3023.45,0
CREDIT,708.72,1/1/2023 11:46,Personal,Personal,Bank Transfer,2596.8,INR,19,1694.71,PC,UK,1888.08,0
PAYMENT,1391.3,1/1/2023 11:47,Merchant,Personal,Online,9563.6,KES,19,508.15,Tablet,India,8172.3,0
TRANSFER,4857.95,1/1/2023 11:48,Business,Personal,Bank Transfer,9240.67,KES,12,912.82,Mobile,Kenya,4382.72,0
TRANSFER,1663.42,1/1/2023 11:49,Merchant,Personal,Online,4627.43,EUR,22,353.13,Mobile,Germany,2964.01,0
CREDIT,2415.38,1/1/2023 11:50,Business,Business,POS,8477.32,EUR,47,1212.09,Tablet,India,6061.94,0
CREDIT,988.53,1/1/2023 11:51,Merchant,Merchant,Bank Transfer,4578,GBP,37,538.56,PC,USA,3589.47,0
CASH_OUT,3057.79,1/1/2023 11:52,Personal,Merchant,ATM,4301.45,USD,30,700.99,Tablet,Canada,1243.66,0
PAYMENT,1410.61,1/1/2023 11:53,Personal,Merchant,Online,1651.95,USD,46,968.94,Tablet,UK,241.34,0
PAYMENT,1042.89,1/1/2023 11:54,Merchant,Business,Online,4321.42,USD,12,102.2,Mobile,Australia,3278.53,0
DEBIT,2587.7,1/1/2023 11:55,Personal,Merchant,Mobile,5420.43,KES,29,229.28,Tablet,UK,2832.73,0
CASH_OUT,37.47,1/1/2023 11:56,Merchant,Business,Bank Transfer,322.79,USD,21,1387.56,Tablet,Australia,285.32,0
CASH_OUT,48.24,1/1/2023 11:57,Personal,Business,ATM,4496.72,GBP,11,886.49,PC,Germany,4448.48,0
CASH_OUT,1103.15,1/1/2023 11:58,Business,Business,POS,7835.43,GBP,37,1736.34,PC,Canada,6732.28,1
CASH_OUT,193.24,1/1/2023 11:59,Merchant,Merchant,Mobile,6832.46,USD,48,1404.61,Mobile,Kenya,6639.22,0
PAYMENT,549.05,1/1/2023 12:00,Business,Business,ATM,6388.05,EUR,18,65.8,PC,India,5839,1
PAYMENT,1700.91,1/1/2023 12:01,Business,Merchant,Bank Transfer,9104.6,GBP,44,1252.59,Tablet,Canada,7403.69,0
CASH_OUT,4014.9,1/1/2023 12:02,Merchant,Merchant,ATM,278.52,EUR,27,232.76,Tablet,India,0,0
DEBIT,2864.52,1/1/2023 12:03,Business,Personal,Online,5614.77,KES,37,1572.82,Tablet,India,2750.25,0
TRANSFER,2568.21,1/1/2023 12:04,Merchant,Personal,Online,7894.75,GBP,48,1983.44,Mobile,Kenya,5326.54,0
TRANSFER,1474.51,1/1/2023 12:05,Business,Business,Mobile,5459.22,EUR,12,1085.84,PC,Kenya,3984.71,0
DEBIT,4659.45,1/1/2023 12:06,Merchant,Business,Bank Transfer,3306.57,USD,23,1381.42,Tablet,Australia,0,0
CASH_OUT,1991.11,1/1/2023 12:07,Merchant,Merchant,Bank Transfer,1448.88,KES,34,512.76,PC,Kenya,0,0
PAYMENT,444.59,1/1/2023 12:08,Personal,Business,ATM,8886.87,INR,38,903.32,PC,Germany,8442.28,0
TRANSFER,3089.16,1/1/2023 12:09,Merchant,Business,Mobile,4760.55,INR,23,1719.39,PC,UK,1671.39,0
CREDIT,578.05,1/1/2023 12:10,Merchant,Merchant,Bank Transfer,8793.34,USD,25,376.47,PC,USA,8215.29,0
CREDIT,1732.66,1/1/2023 12:11,Business,Business,Online,5899.94,KES,4,567.79,Mobile,Kenya,4167.28,0
DEBIT,2541.99,1/1/2023 12:12,Merchant,Business,ATM,6774.5,KES,30,918.6,Mobile,UK,4232.51,0
CASH_OUT,4372.37,1/1/2023 12:13,Personal,Merchant,POS,8062.19,KES,30,1438.89,Mobile,Australia,3689.82,0
TRANSFER,2472.8,1/1/2023 12:14,Business,Merchant,Online,6625.64,KES,13,782.97,Tablet,Kenya,4152.84,0
CASH_OUT,3514.27,1/1/2023 12:15,Business,Personal,Mobile,4040.74,INR,42,1859.08,Tablet,USA,526.47,0
TRANSFER,4964.16,1/1/2023 12:16,Personal,Merchant,Bank Transfer,5184.97,EUR,49,234.19,Tablet,Canada,220.81,0
DEBIT,666.13,1/1/2023 12:17,Business,Personal,Online,8050.15,KES,14,773.07,Mobile,Kenya,7384.02,0
DEBIT,1380.91,1/1/2023 12:18,Business,Business,POS,3799.14,EUR,47,1432.46,PC,UK,2418.23,1
CREDIT,1978.93,1/1/2023 12:19,Business,Merchant,POS,3942.4,KES,8,490.67,Mobile,Australia,1963.47,0
CASH_OUT,2114.92,1/1/2023 12:20,Business,Merchant,Mobile,1047.33,GBP,24,1330.01,Tablet,Australia,0,0
CREDIT,2061,1/1/2023 12:21,Personal,Merchant,Online,9154.39,GBP,18,370.22,Tablet,Germany,7093.39,0
CASH_OUT,4538.98,1/1/2023 12:22,Personal,Business,ATM,1001.26,GBP,35,159.16,PC,Australia,0,0
CREDIT,3573.02,1/1/2023 12:23,Business,Personal,Online,6517.27,KES,25,285.98,Mobile,Canada,2944.25,0
PAYMENT,3043.45,1/1/2023 12:24,Business,Business,POS,4190.63,EUR,17,1863.47,PC,Australia,1147.18,0
PAYMENT,1553.77,1/1/2023 12:25,Personal,Business,Mobile,4115.63,INR,32,1125.91,Mobile,Australia,2561.86,0
PAYMENT,4120.71,1/1/2023 12:26,Personal,Merchant,Mobile,6827.56,USD,24,1602.87,Tablet,Canada,2706.85,0
PAYMENT,4775.75,1/1/2023 12:27,Personal,Personal,ATM,764.23,INR,7,698.68,PC,Canada,0,0
TRANSFER,4107.78,1/1/2023 12:28,Business,Business,Mobile,5977.69,KES,13,1205.68,PC,USA,1869.91,0
PAYMENT,17.81,1/1/2023 12:29,Business,Merchant,Mobile,7743.11,GBP,27,1015.16,Mobile,UK,7725.3,0
DEBIT,3185.64,1/1/2023 12:30,Merchant,Business,Mobile,8299.31,GBP,48,1894.19,Mobile,India,5113.67,0
DEBIT,265.17,1/1/2023 12:31,Personal,Business,Mobile,1788.25,EUR,5,1507.77,Mobile,Australia,1523.08,0
TRANSFER,1295.46,1/1/2023 12:32,Business,Merchant,Mobile,8984.45,KES,36,1474.56,Tablet,India,7688.99,0
PAYMENT,307.03,1/1/2023 12:33,Personal,Merchant,POS,6595.85,INR,26,140.39,Mobile,India,6288.82,0
PAYMENT,3022.94,1/1/2023 12:34,Business,Personal,Online,8830.36,KES,42,1121.86,Tablet,Germany,5807.42,0
PAYMENT,3436.08,1/1/2023 12:35,Personal,Business,Bank Transfer,4904.28,KES,45,960.63,Mobile,Kenya,1468.2,0
CREDIT,581.29,1/1/2023 12:36,Business,Merchant,Mobile,5466.13,GBP,31,1859.29,Mobile,Australia,4884.84,0
CASH_OUT,1925.36,1/1/2023 12:37,Merchant,Merchant,Bank Transfer,9198.48,INR,10,551.82,Tablet,Kenya,7273.12,0
CREDIT,2286.62,1/1/2023 12:38,Merchant,Personal,Bank Transfer,9009.1,USD,46,576.18,Mobile,Kenya,6722.48,0
CASH_OUT,1851.57,1/1/2023 12:39,Personal,Personal,POS,4536.79,GBP,26,852.13,Tablet,Germany,2685.22,0
PAYMENT,613.91,1/1/2023 12:40,Business,Merchant,Mobile,2816.69,INR,22,524.57,Tablet,India,2202.78,0
PAYMENT,2100.55,1/1/2023 12:41,Business,Personal,Bank Transfer,3992.39,EUR,12,301.91,Mobile,Canada,1891.84,0
CREDIT,3758.38,1/1/2023 12:42,Personal,Merchant,Mobile,3938.87,GBP,32,1721.96,Mobile,Kenya,180.49,0
CREDIT,364.33,1/1/2023 12:43,Business,Business,ATM,2939.98,EUR,27,1138.64,PC,Canada,2575.65,0
CASH_OUT,410.1,1/1/2023 12:44,Personal,Personal,ATM,2758.94,GBP,33,1729.66,Mobile,Canada,2348.84,0
DEBIT,1780.31,1/1/2023 12:45,Business,Business,ATM,8624.52,KES,20,1670.71,PC,Germany,6844.21,0
CASH_OUT,4709.21,1/1/2023 12:46,Personal,Business,Bank Transfer,791.63,INR,39,599.98,Mobile,Germany,0,0
CREDIT,3346.18,1/1/2023 12:47,Business,Business,ATM,6808.35,EUR,41,1118.09,Tablet,UK,3462.17,0
CREDIT,3396.56,1/1/2023 12:48,Personal,Merchant,POS,1810.92,GBP,40,212.27,Tablet,Australia,0,0
TRANSFER,1815.98,1/1/2023 12:49,Business,Business,POS,3510.61,EUR,13,1834.74,PC,Kenya,1694.63,0
CREDIT,2972.37,1/1/2023 12:50,Merchant,Business,Bank Transfer,709.28,GBP,14,838.31,Mobile,India,0,0
TRANSFER,60.55,1/1/2023 12:51,Business,Business,Mobile,2772.74,GBP,44,817.67,PC,USA,2712.19,0
DEBIT,3184.12,1/1/2023 12:52,Personal,Merchant,Online,7707.37,USD,40,640.37,Mobile,Germany,4523.25,0
CASH_OUT,4567.3,1/1/2023 12:53,Merchant,Business,Mobile,8861.65,USD,22,948.29,Mobile,Canada,4294.35,0
CASH_OUT,3066.74,1/1/2023 12:54,Business,Business,Mobile,2293.12,USD,18,540.93,Tablet,UK,0,0
TRANSFER,4369.76,1/1/2023 12:55,Merchant,Personal,Mobile,4689.12,EUR,48,780.96,PC,USA,319.36,0
CASH_OUT,3622.63,1/1/2023 12:56,Business,Merchant,Mobile,4756.21,KES,29,1609.9,Tablet,Germany,1133.58,1
CREDIT,611.59,1/1/2023 12:57,Merchant,Business,Online,8748.4,GBP,43,1676.8,Tablet,UK,8136.81,0
PAYMENT,4513.24,1/1/2023 12:58,Personal,Personal,ATM,7651.71,INR,16,643.16,Tablet,Canada,3138.47,0
TRANSFER,341.55,1/1/2023 12:59,Business,Merchant,Mobile,5179.46,USD,46,964.58,PC,Kenya,4837.91,0
CASH_OUT,2674.5,1/1/2023 13:00,Business,Merchant,POS,6740.4,EUR,35,1753.95,Mobile,Australia,4065.9,0
TRANSFER,719.26,1/1/2023 13:01,Personal,Merchant,Bank Transfer,8488.82,EUR,34,152.71,Mobile,Australia,7769.56,0
TRANSFER,68.42,1/1/2023 13:02,Merchant,Merchant,Bank Transfer,194.44,EUR,3,1783.83,PC,UK,126.02,0
PAYMENT,2115.95,1/1/2023 13:03,Personal,Merchant,POS,4088.61,INR,4,477.41,Mobile,Germany,1972.66,0
CREDIT,1482.25,1/1/2023 13:04,Personal,Merchant,Mobile,9081.71,INR,5,1373.15,PC,Australia,7599.46,0
TRANSFER,2435.14,1/1/2023 13:05,Merchant,Business,Online,7429.1,USD,10,1185.98,PC,Australia,4993.96,0
CASH_OUT,2890.23,1/1/2023 13:06,Personal,Business,ATM,5474.13,INR,29,1128.23,Mobile,Kenya,2583.9,0
DEBIT,228.26,1/1/2023 13:07,Business,Business,Bank Transfer,5343.48,USD,32,1725.75,Tablet,Canada,5115.22,1
TRANSFER,623.79,1/1/2023 13:08,Business,Business,ATM,3542.92,INR,31,248.07,PC,India,2919.13,0
TRANSFER,2797.63,1/1/2023 13:09,Business,Personal,Online,5253.15,INR,2,726.7,PC,Australia,2455.52,0
PAYMENT,1722.41,1/1/2023 13:10,Personal,Business,Bank Transfer,6588.29,INR,12,1099.59,PC,UK,4865.88,0
CREDIT,3648.58,1/1/2023 13:11,Business,Merchant,ATM,4241.79,USD,27,1632.01,PC,USA,593.21,0
DEBIT,3264.94,1/1/2023 13:12,Business,Business,Online,7170.12,GBP,5,472.06,Mobile,Canada,3905.18,0
CASH_OUT,4229.57,1/1/2023 13:13,Business,Business,ATM,8626.2,USD,37,1615.71,Mobile,Kenya,4396.63,0
DEBIT,3465.54,1/1/2023 13:14,Business,Merchant,Mobile,1631.38,GBP,27,829.3,PC,Canada,0,1
CASH_OUT,2155.36,1/1/2023 13:15,Business,Business,Online,4570.32,EUR,23,418.38,Tablet,Kenya,2414.96,0
CREDIT,3368.1,1/1/2023 13:16,Business,Business,ATM,4139.4,EUR,33,1530.02,Mobile,Canada,771.3,0
CASH_OUT,1384.15,1/1/2023 13:17,Personal,Business,Mobile,6905.9,USD,4,227.25,Tablet,India,5521.75,0
PAYMENT,1538.5,1/1/2023 13:18,Business,Personal,Mobile,2573.69,GBP,21,1053.8,Tablet,UK,1035.19,0
PAYMENT,3947.04,1/1/2023 13:19,Business,Business,Online,6438.48,GBP,24,174.56,PC,USA,2491.44,0
PAYMENT,2237.63,1/1/2023 13:20,Merchant,Merchant,POS,8787.14,GBP,44,745.01,Mobile,Australia,6549.51,0
PAYMENT,3993.92,1/1/2023 13:21,Personal,Merchant,Bank Transfer,4239.5,EUR,31,1222.1,PC,India,245.58,0
DEBIT,4113.89,1/1/2023 13:22,Personal,Business,Online,9119.06,USD,44,1134.43,PC,UK,5005.17,0
CREDIT,4289.24,1/1/2023 13:23,Personal,Business,Mobile,9932.32,KES,48,839.08,Tablet,USA,5643.08,0
CASH_OUT,4584.01,1/1/2023 13:24,Personal,Business,Mobile,1150.31,GBP,24,886.64,Tablet,Canada,0,0
CASH_OUT,2160.62,1/1/2023 13:25,Business,Merchant,Online,2407.23,GBP,49,492.2,Tablet,Australia,246.61,0
PAYMENT,1601.15,1/1/2023 13:26,Business,Merchant,POS,9508.76,KES,10,938.97,PC,USA,7907.61,0
PAYMENT,2915.17,1/1/2023 13:27,Merchant,Personal,Bank Transfer,9587.44,USD,49,1908.85,PC,Germany,6672.27,0
TRANSFER,1862.15,1/1/2023 13:28,Merchant,Personal,ATM,1067.3,GBP,49,1708.38,PC,USA,0,0
CREDIT,3009.36,1/1/2023 13:29,Personal,Personal,Online,248.49,USD,2,333.2,PC,UK,0,0
DEBIT,3530.87,1/1/2023 13:30,Merchant,Merchant,Bank Transfer,1694.89,GBP,31,108.07,PC,India,0,0
CASH_OUT,3445.14,1/1/2023 13:31,Merchant,Personal,Bank Transfer,9960.53,INR,25,1870.37,PC,Australia,6515.39,0
TRANSFER,1879.02,1/1/2023 13:32,Personal,Business,Mobile,1882,GBP,4,1077.16,PC,India,2.98,0
TRANSFER,842.63,1/1/2023 13:33,Personal,Business,ATM,5075.22,INR,11,1098.78,PC,Australia,4232.59,1
CASH_OUT,2158.34,1/1/2023 13:34,Merchant,Merchant,Online,8499.34,USD,17,1572.4,Mobile,Germany,6341,1
DEBIT,721.54,1/1/2023 13:35,Business,Personal,Mobile,301.98,GBP,44,663.64,Mobile,UK,0,0
TRANSFER,4451.58,1/1/2023 13:36,Merchant,Business,Mobile,6084.44,EUR,2,989.72,Mobile,USA,1632.86,0
TRANSFER,1735.93,1/1/2023 13:37,Merchant,Merchant,POS,2842.55,EUR,6,1938.89,Mobile,Germany,1106.62,0
CREDIT,780.75,1/1/2023 13:38,Business,Personal,Bank Transfer,8637.12,KES,9,1360.69,PC,Canada,7856.37,0
DEBIT,136.98,1/1/2023 13:39,Business,Business,Online,2906.27,EUR,5,349.8,PC,Kenya,2769.29,0
TRANSFER,3232.65,1/1/2023 13:40,Personal,Personal,Online,6898.88,INR,20,309.79,Tablet,Canada,3666.23,0
DEBIT,3188.14,1/1/2023 13:41,Personal,Merchant,Online,6774.77,EUR,29,448.32,Tablet,UK,3586.63,0
CASH_OUT,1709.61,1/1/2023 13:42,Merchant,Personal,Mobile,2292.79,EUR,21,1545.09,Mobile,Germany,583.18,0
PAYMENT,367.84,1/1/2023 13:43,Business,Merchant,POS,444.51,EUR,9,625.99,Tablet,India,76.67,0
TRANSFER,2054.05,1/1/2023 13:44,Personal,Personal,ATM,4151.57,GBP,28,91.71,Mobile,Germany,2097.52,0
CREDIT,1562.98,1/1/2023 13:45,Merchant,Business,Mobile,2963.01,KES,8,1891.14,PC,Kenya,1400.03,0
CASH_OUT,3388.83,1/1/2023 13:46,Business,Merchant,ATM,8108.88,USD,31,380.94,PC,UK,4720.05,0
DEBIT,3032.84,1/1/2023 13:47,Merchant,Merchant,POS,8023.61,KES,20,68.64,Tablet,Germany,4990.77,0
CASH_OUT,1829.32,1/1/2023 13:48,Personal,Merchant,Bank Transfer,4624.54,INR,27,512.41,PC,Australia,2795.22,0
TRANSFER,1097.28,1/1/2023 13:49,Personal,Personal,Online,6104.47,GBP,8,508.31,PC,Canada,5007.19,0
DEBIT,4940.3,1/1/2023 13:50,Business,Personal,ATM,6082.17,GBP,21,872.91,Mobile,USA,1141.87,0
PAYMENT,2275.47,1/1/2023 13:51,Merchant,Business,Mobile,8288.87,EUR,28,1844.76,Tablet,Canada,6013.4,0
CASH_OUT,3444.49,1/1/2023 13:52,Business,Merchant,ATM,4307.52,EUR,23,1764.41,PC,UK,863.03,0
TRANSFER,711.36,1/1/2023 13:53,Personal,Merchant,Bank Transfer,2826.92,INR,6,940.94,Tablet,Germany,2115.56,0
CREDIT,2433.09,1/1/2023 13:54,Personal,Personal,Online,2723.85,GBP,3,851.25,PC,Canada,290.76,0
DEBIT,147.41,1/1/2023 13:55,Merchant,Personal,ATM,5408.3,USD,5,1132.27,Mobile,Germany,5260.89,0
CASH_OUT,2532.22,1/1/2023 13:56,Merchant,Business,Bank Transfer,4546.57,KES,9,524.74,PC,Canada,2014.35,0
CASH_OUT,4820.45,1/1/2023 13:57,Merchant,Business,Mobile,4457.2,GBP,7,151.76,Tablet,UK,0,0
PAYMENT,1927.19,1/1/2023 13:58,Business,Personal,POS,1002.26,USD,4,1881.49,Tablet,India,0,0
PAYMENT,204.59,1/1/2023 13:59,Merchant,Merchant,Mobile,7214.18,USD,39,414.06,Mobile,Canada,7009.59,0
CREDIT,164.47,1/1/2023 14:00,Merchant,Business,Online,2215.99,KES,5,436.88,PC,USA,2051.52,1
CREDIT,1946.05,1/1/2023 14:01,Personal,Personal,Mobile,2049.84,USD,11,971.3,Mobile,Canada,103.79,0
TRANSFER,808.52,1/1/2023 14:02,Personal,Personal,Mobile,4186.31,INR,15,1008.65,Tablet,UK,3377.79,0
TRANSFER,126.53,1/1/2023 14:03,Merchant,Merchant,Mobile,2355.01,USD,34,85.95,Mobile,Canada,2228.48,0
CREDIT,3783.51,1/1/2023 14:04,Merchant,Personal,Mobile,5880.2,INR,13,338.51,PC,USA,2096.69,0
CREDIT,2298.03,1/1/2023 14:05,Personal,Personal,Online,3777.49,USD,48,787.4,PC,Australia,1479.46,0
DEBIT,1453.33,1/1/2023 14:06,Merchant,Business,Bank Transfer,4544.23,EUR,7,1383.27,Mobile,USA,3090.9,0
PAYMENT,4501.42,1/1/2023 14:07,Business,Personal,ATM,5417.98,USD,40,495.42,Tablet,UK,916.56,0
TRANSFER,589.53,1/1/2023 14:08,Business,Personal,POS,2115,INR,6,874.88,Tablet,Germany,1525.47,0
PAYMENT,4780.03,1/1/2023 14:09,Business,Business,ATM,1641.94,USD,39,1136.82,Mobile,Canada,0,0
PAYMENT,1576.69,1/1/2023 14:10,Merchant,Merchant,ATM,8816.18,USD,30,1782.76,PC,India,7239.49,0
CREDIT,4443.13,1/1/2023 14:11,Personal,Merchant,POS,4393.86,USD,22,685.84,PC,USA,0,0
DEBIT,3018.68,1/1/2023 14:12,Merchant,Business,Online,4179.73,INR,25,310.44,PC,Australia,1161.05,0
CASH_OUT,4135.27,1/1/2023 14:13,Merchant,Business,POS,452.56,USD,28,1004.08,PC,USA,0,0
DEBIT,4920.23,1/1/2023 14:14,Personal,Merchant,Online,5029.97,KES,20,1506.11,Tablet,Canada,109.74,0
DEBIT,1449.14,1/1/2023 14:15,Personal,Merchant,ATM,5586.28,KES,39,264.23,PC,Germany,4137.14,0
PAYMENT,4806.07,1/1/2023 14:16,Personal,Merchant,Online,5632.52,INR,3,878.13,Mobile,Canada,826.45,0
DEBIT,1953.51,1/1/2023 14:17,Business,Merchant,Bank Transfer,7099.61,EUR,5,84.68,Mobile,Australia,5146.1,0
TRANSFER,1933.7,1/1/2023 14:18,Merchant,Merchant,POS,1857.07,KES,1,115.44,Mobile,Australia,0,0
PAYMENT,1708.53,1/1/2023 14:19,Personal,Business,Bank Transfer,2597.01,GBP,15,991.76,Mobile,UK,888.48,0
TRANSFER,2711.62,1/1/2023 14:20,Merchant,Personal,ATM,8126.23,KES,26,631.48,PC,India,5414.61,0
CASH_OUT,779.18,1/1/2023 14:21,Business,Merchant,POS,9476.99,GBP,3,1697.96,Tablet,Canada,8697.81,1
PAYMENT,2773.02,1/1/2023 14:22,Business,Merchant,ATM,1445.73,INR,40,1224.2,PC,USA,0,0
CASH_OUT,2713.11,1/1/2023 14:23,Personal,Personal,Bank Transfer,5026.73,EUR,41,935.17,Tablet,USA,2313.62,0
PAYMENT,3811.89,1/1/2023 14:24,Personal,Personal,ATM,2220.34,GBP,47,845.47,PC,UK,0,1
CREDIT,4169.91,1/1/2023 14:25,Merchant,Personal,POS,694.72,GBP,42,1019.63,Tablet,Germany,0,1
DEBIT,2207.8,1/1/2023 14:26,Personal,Personal,POS,3322.48,KES,34,128.86,Mobile,Canada,1114.68,0
CREDIT,1518.64,1/1/2023 14:27,Merchant,Personal,ATM,1522.51,GBP,5,1790.95,Mobile,Kenya,3.87,0
CASH_OUT,1304.08,1/1/2023 14:28,Personal,Personal,POS,7128.34,INR,31,1996.69,Tablet,Germany,5824.26,0
DEBIT,981.17,1/1/2023 14:29,Merchant,Business,POS,5383.88,INR,13,403.9,Tablet,USA,4402.71,0
PAYMENT,297.66,1/1/2023 14:30,Merchant,Personal,ATM,1523.96,INR,43,284.75,Tablet,Australia,1226.3,0
DEBIT,1718.82,1/1/2023 14:31,Merchant,Personal,Bank Transfer,191.49,KES,1,329.98,Mobile,Canada,0,0
TRANSFER,1358.54,1/1/2023 14:32,Merchant,Business,POS,8100.75,EUR,22,1339,Mobile,Australia,6742.21,0
DEBIT,4832.42,1/1/2023 14:33,Business,Personal,POS,1844.32,KES,15,1339.81,PC,USA,0,0
TRANSFER,2792.97,1/1/2023 14:34,Merchant,Merchant,POS,6101.54,INR,26,1703.45,Tablet,India,3308.57,0
DEBIT,1742.91,1/1/2023 14:35,Personal,Merchant,POS,3435.53,KES,18,1516.06,Tablet,Germany,1692.62,0
TRANSFER,2906.53,1/1/2023 14:36,Business,Personal,ATM,5896.31,INR,48,926.89,Tablet,Kenya,2989.78,0
CASH_OUT,704.59,1/1/2023 14:37,Business,Business,Bank Transfer,3224.97,USD,9,1245.07,Mobile,India,2520.38,0
CREDIT,2225.78,1/1/2023 14:38,Merchant,Merchant,Bank Transfer,960.7,USD,1,1392.16,Tablet,Kenya,0,0
PAYMENT,3134.91,1/1/2023 14:39,Business,Business,Online,2307.21,GBP,43,1049.84,Tablet,India,0,0
DEBIT,2449.6,1/1/2023 14:40,Merchant,Merchant,POS,1961.78,EUR,9,977.52,Mobile,Germany,0,0
CREDIT,2014.88,1/1/2023 14:41,Personal,Personal,POS,4337.39,USD,23,1307.94,Tablet,USA,2322.51,0
PAYMENT,4969.3,1/1/2023 14:42,Merchant,Business,Online,6617.01,INR,43,1137.08,PC,Kenya,1647.71,0
PAYMENT,4402.77,1/1/2023 14:43,Business,Business,Bank Transfer,2711.68,KES,45,1305.69,Mobile,Germany,0,0
TRANSFER,3120.8,1/1/2023 14:44,Personal,Business,Mobile,219.49,KES,2,1245.07,Mobile,Kenya,0,0
CASH_OUT,2851.19,1/1/2023 14:45,Merchant,Merchant,Mobile,5237.48,GBP,14,1452.43,Mobile,Germany,2386.29,0
CASH_OUT,3107.1,1/1/2023 14:46,Personal,Merchant,Bank Transfer,6097.02,KES,38,1303.47,PC,India,2989.92,0
CREDIT,1014.55,1/1/2023 14:47,Personal,Merchant,POS,9632.42,USD,40,1063.5,Mobile,Germany,8617.87,0
CASH_OUT,1981.74,1/1/2023 14:48,Business,Personal,Mobile,5935.76,KES,18,1379.5,Mobile,India,3954.02,0
DEBIT,206.9,1/1/2023 14:49,Personal,Merchant,ATM,4764.61,USD,16,926.49,Mobile,USA,4557.71,0
CASH_OUT,2382.97,1/1/2023 14:50,Business,Personal,ATM,5776.68,USD,29,521.26,Mobile,India,3393.71,0
CREDIT,2719.69,1/1/2023 14:51,Personal,Business,Online,9286.22,EUR,44,52.77,PC,UK,6566.53,0
CASH_OUT,1146.47,1/1/2023 14:52,Merchant,Business,Bank Transfer,8300.94,GBP,11,1141.93,Tablet,USA,7154.47,0
DEBIT,4820.5,1/1/2023 14:53,Personal,Personal,Bank Transfer,3297.49,INR,6,1201.78,Tablet,Australia,0,0
TRANSFER,4548.18,1/1/2023 14:54,Merchant,Merchant,Mobile,2448.82,USD,3,1945.5,Mobile,Australia,0,1
CREDIT,3613.49,1/1/2023 14:55,Merchant,Personal,POS,2700.07,GBP,14,754.88,PC,Australia,0,0
TRANSFER,2671.6,1/1/2023 14:56,Personal,Business,Bank Transfer,5093.77,INR,2,818.56,Mobile,Canada,2422.17,0
TRANSFER,4351.15,1/1/2023 14:57,Merchant,Business,Mobile,7466.09,KES,32,443.51,Tablet,Canada,3114.94,0
TRANSFER,661.96,1/1/2023 14:58,Personal,Personal,Mobile,5081.87,GBP,31,187.54,Tablet,Germany,4419.91,0
PAYMENT,3954.64,1/1/2023 14:59,Personal,Merchant,Bank Transfer,771.18,GBP,11,1556.97,PC,Germany,0,0
PAYMENT,632.86,1/1/2023 15:00,Merchant,Merchant,Mobile,7263.45,GBP,22,536.88,Tablet,UK,6630.59,0
TRANSFER,3973.11,1/1/2023 15:01,Merchant,Personal,Online,8079.1,KES,3,1237.36,Mobile,Germany,4105.99,0
CREDIT,1386.08,1/1/2023 15:02,Business,Personal,Online,2966.03,KES,31,1391.16,PC,USA,1579.95,0
DEBIT,4386.68,1/1/2023 15:03,Merchant,Merchant,Bank Transfer,6674.84,GBP,33,968.91,Tablet,USA,2288.16,0
DEBIT,4720.77,1/1/2023 15:04,Business,Business,POS,4323.26,EUR,24,1758.89,Mobile,Australia,0,0
